Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Carkol,LV14.5,0,0,8,520
Carkol,LV14.5,0,1,7,520
Carkol,LV14.5,0,2,6,520
Carkol,LV14.5,0,4,3,520
Carkol,LV14.5,0,5,2,520
Carkol,LV14.5,0,6,1,520
Carkol,LV14,0,6,15,520
Carkol,LV14.5,0,7,0,520
Carkol,LV14,0,7,14,520
Carkol,LV14,0,8,12,520
Carkol,LV14,0,9,11,520
Carkol,LV14,0,10,10,520
Carkol,LV14,0,11,9,520
Carkol,LV14,0,14,5,520
Carkol,LV14,0,15,4,520
Carkol,LV14.5,1,0,5,520
Carkol,LV14.5,1,3,1,520
Carkol,LV14,1,3,15,520
Carkol,LV14.5,1,4,0,520
Carkol,LV14,1,4,14,520
Carkol,LV14,1,6,11,520
Carkol,LV14,1,7,10,520
Carkol,LV14,1,8,9,520
Carkol,LV14,1,9,8,520
Carkol,LV14,1,11,5,520
Carkol,LV14,1,12,4,520
Carkol,LV14,1,13,3,520
Carkol,LV14,1,14,2,520
Carkol,LV14,1,15,1,520
Carkol,LV13.5,1,15,15,520
Carkol,LV14.5,2,1,0,520
Carkol,LV14,2,1,14,520
Carkol,LV14,2,2,13,520
Carkol,LV14,2,4,10,520
Carkol,LV14,2,5,9,520
Carkol,LV14,2,6,8,520
Carkol,LV14,2,7,7,520
Carkol,LV14,2,9,4,520
Carkol,LV14,2,10,3,520
Carkol,LV14,2,11,2,520
Carkol,LV14,2,12,1,520
Carkol,LV13.5,2,12,15,520
Carkol,LV14,2,13,0,520
Carkol,LV13.5,2,13,14,520
Carkol,LV13.5,2,14,13,520
Carkol,LV13.5,2,15,12,520
Carkol,LV14,3,0,12,520
Carkol,LV14,3,1,11,520
Carkol,LV14,3,2,9,520
Carkol,LV14,3,3,8,520
Carkol,LV14,3,4,7,520
Carkol,LV14,3,5,6,520
Carkol,LV14,3,7,3,520
Carkol,LV14,3,8,2,520
Carkol,LV14,3,9,1,520
Carkol,LV13.5,3,9,15,520
Carkol,LV14,3,10,0,520
Carkol,LV13.5,3,10,14,520
Carkol,LV13.5,3,11,13,520
Carkol,LV13.5,3,12,12,520
Carkol,LV13.5,3,14,9,520
Carkol,LV13.5,3,15,8,520
Carkol,LV14,4,1,7,520
Carkol,LV14,4,2,6,520
Carkol,LV14,4,3,5,520
Carkol,LV14,4,6,1,520
Carkol,LV14,4,7,0,520
Carkol,LV13.5,4,7,14,520
Carkol,LV13.5,4,8,13,520
Carkol,LV13.5,4,9,12,520
Carkol,LV13.5,4,10,11,520
Carkol,LV13.5,4,12,8,520
Carkol,LV13.5,4,13,7,520
Carkol,LV13.5,4,14,6,520
Carkol,LV13.5,4,15,5,520
Carkol,LV14,5,0,5,520
Carkol,LV14,5,1,4,520
Carkol,LV14,5,2,3,520
Carkol,LV14,5,4,0,520
Carkol,LV13.5,5,4,15,520
Carkol,LV13.5,5,6,12,520
Carkol,LV13.5,5,7,11,520
Carkol,LV13.5,5,8,10,520
Carkol,LV13.5,5,10,7,520
Carkol,LV13.5,5,11,6,520
Carkol,LV13.5,5,12,5,520
Carkol,LV13.5,5,13,4,520
Carkol,LV13.5,5,14,3,520
Carkol,LV14,6,0,2,520
Carkol,LV14,6,1,1,520
Carkol,LV13.5,6,1,15,520
Carkol,LV13.5,6,2,14,520
Carkol,LV13.5,6,4,11,520
Carkol,LV13.5,6,5,10,520
Carkol,LV13.5,6,6,9,520
Carkol,LV13.5,6,9,5,520
Carkol,LV13.5,6,10,4,520
Carkol,LV13.5,6,11,3,520
Carkol,LV13.5,6,12,2,520
Carkol,LV13.5,6,13,1,520
Carkol,LV13,6,14,14,520
Carkol,LV13,6,15,13,520
Carkol,LV13.5,7,0,13,520
Carkol,LV13.5,7,1,12,520
Carkol,LV13.5,7,3,9,520
Carkol,LV13.5,7,4,8,520
Carkol,LV13.5,7,5,7,520
Carkol,LV13.5,7,7,4,520
Carkol,LV13.5,7,8,3,520
Carkol,LV13.5,7,9,2,520
Carkol,LV13.5,7,10,1,520
Carkol,LV13.5,7,11,0,520
Carkol,LV13,7,13,12,520
Carkol,LV13,7,14,11,520
Carkol,LV13,7,15,10,520
Carkol,LV13.5,8,0,10,520
Carkol,LV13.5,8,2,7,520
Carkol,LV13.5,8,3,6,520
Carkol,LV13.5,8,4,5,520
Carkol,LV13.5,8,6,2,520
Carkol,LV13.5,8,7,1,520
Carkol,LV13.5,8,8,0,520
Carkol,LV13,8,8,15,520
Carkol,LV13,8,9,14,520
Carkol,LV13,8,11,11,520
Carkol,LV13,8,12,10,520
Carkol,LV13,8,13,9,520
Carkol,LV13,8,14,8,520
Carkol,LV13.5,9,1,5,520
Carkol,LV13.5,9,2,4,520
Carkol,LV13.5,9,3,3,520
Carkol,LV13,9,5,15,520
Carkol,LV13,9,6,14,520
Carkol,LV13,9,7,13,520
Carkol,LV13,9,10,9,520
Carkol,LV13,9,11,8,520
Carkol,LV13,9,12,7,520
Carkol,LV13,9,13,6,520
Carkol,LV13.5,10,0,3,520
Carkol,LV13.5,10,1,2,520
Carkol,LV13.5,10,2,1,520
Carkol,LV13.5,10,3,0,520
Carkol,LV13,10,4,13,520
Carkol,LV13,10,5,12,520
Carkol,LV13,10,6,11,520
Carkol,LV13,10,8,8,520
Carkol,LV13,10,9,7,520
Carkol,LV13,10,10,6,520
Carkol,LV13,10,11,5,520
Carkol,LV13,10,12,4,520
Carkol,LV13,10,15,0,520
Carkol,LV13.5,11,0,0,520
Carkol,LV13,11,0,15,520
Carkol,LV13,11,1,14,520
Carkol,LV13,11,3,11,520
Carkol,LV13,11,4,10,520
Carkol,LV13,11,5,9,520
Carkol,LV13,11,8,5,520
Carkol,LV13,11,9,4,520
Carkol,LV13,11,10,3,520
