Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Zeraora,LV6,0,6,15,520
Zeraora,LV6,0,7,14,520
Zeraora,LV6,0,8,13,520
Zeraora,LV6,0,9,12,520
Zeraora,LV6,0,10,11,520
Zeraora,LV6,0,12,8,520
Zeraora,LV6,0,13,7,520
Zeraora,LV6,0,14,6,520
Zeraora,LV6,0,15,5,520
Zeraora,LV6,1,5,15,520
Zeraora,LV6,1,6,14,520
Zeraora,LV6,1,7,12,520
Zeraora,LV6,1,8,11,520
Zeraora,LV6,1,9,10,520
Zeraora,LV6,1,10,9,520
Zeraora,LV6,1,11,8,520
Zeraora,LV6,1,12,7,520
Zeraora,LV6,1,15,3,520
Zeraora,LV6,2,4,14,520
Zeraora,LV6,2,5,13,520
Zeraora,LV6,2,6,12,520
Zeraora,LV6,2,7,11,520
Zeraora,LV6,2,9,8,520
Zeraora,LV6,2,10,7,520
Zeraora,LV6,2,11,6,520
Zeraora,LV6,2,12,5,520
Zeraora,LV6,2,13,4,520
Zeraora,LV6,2,14,3,520
Zeraora,LV6,2,15,2,520
Zeraora,LV6,3,2,15,520
Zeraora,LV6,3,3,14,520
Zeraora,LV6,3,5,11,520
Zeraora,LV6,3,6,10,520
Zeraora,LV6,3,7,9,520
Zeraora,LV6,3,8,8,520
Zeraora,LV6,3,9,7,520
Zeraora,LV6,3,10,6,520
Zeraora,LV6,3,13,2,520
Zeraora,LV6,3,14,1,520
Zeraora,LV6,3,15,0,520
Zeraora,LV6,4,2,13,520
Zeraora,LV6,4,3,12,520
Zeraora,LV6,4,4,11,520
Zeraora,LV6,4,5,10,520
Zeraora,LV6,4,7,7,520
Zeraora,LV6,4,8,6,520
Zeraora,LV6,4,9,5,520
Zeraora,LV6,4,10,4,520
Zeraora,LV6,4,11,3,520
Zeraora,LV6,4,12,2,520
Zeraora,LV6,4,13,1,520
Zeraora,LV6,4,14,0,520
Zeraora,LV6,5,0,14,520
Zeraora,LV6,5,1,13,520
Zeraora,LV6,5,2,12,520
Zeraora,LV6,5,3,10,520
Zeraora,LV6,5,4,9,520
Zeraora,LV6,5,5,8,520
Zeraora,LV6,5,6,7,520
Zeraora,LV6,5,7,6,520
Zeraora,LV6,5,10,2,520
Zeraora,LV6,5,11,1,520
Zeraora,LV6,5,12,0,520
Zeraora,LV6,6,0,12,520
Zeraora,LV6,6,1,11,520
Zeraora,LV6,6,2,10,520
Zeraora,LV6,6,3,9,520
Zeraora,LV6,6,5,6,520
Zeraora,LV6,6,6,5,520
Zeraora,LV6,6,7,4,520
Zeraora,LV6,6,8,3,520
Zeraora,LV6,6,9,2,520
Zeraora,LV6,6,10,1,520
Zeraora,LV6,6,11,0,520
Zeraora,LV6,7,0,11,520
Zeraora,LV6,7,2,8,520
Zeraora,LV6,7,3,7,520
Zeraora,LV6,7,4,6,520
Zeraora,LV6,7,5,5,520
Zeraora,LV6,7,6,4,520
Zeraora,LV6,7,8,1,520
Zeraora,LV6,7,9,0,520
Zeraora,LV6,8,0,9,520
Zeraora,LV6,8,1,8,520
Zeraora,LV6,8,2,7,520
Zeraora,LV6,8,4,4,520
Zeraora,LV6,8,5,3,520
Zeraora,LV6,8,6,2,520
Zeraora,LV6,8,7,1,520
Zeraora,LV6,8,8,0,520
Zeraora,LV6,9,0,7,520
Zeraora,LV6,9,1,6,520
Zeraora,LV6,9,2,5,520
Zeraora,LV6,9,3,4,520
Zeraora,LV6,9,4,3,520
Zeraora,LV6,10,0,6,520
Zeraora,LV6,10,1,5,520
Zeraora,LV6,10,3,2,520
Zeraora,LV6,10,4,1,520
Zeraora,LV6,10,5,0,520
Zeraora,LV6,11,0,4,520
Zeraora,LV6,11,1,3,520
Zeraora,LV6,11,2,2,520
Zeraora,LV6,11,3,1,520
Zeraora,LV6,12,0,3,520
Zeraora,LV6,12,2,0,520
Zeraora,LV6,13,0,1,520
Zeraora,LV6,13,1,0,520
