Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Coalossal,LV9,0,0,10,520
Coalossal,LV9,0,1,9,520
Coalossal,LV9,0,2,7,520
Coalossal,LV9,0,3,6,520
Coalossal,LV9,0,4,5,520
Coalossal,LV9,0,5,4,520
Coalossal,LV9,0,6,2,520
Coalossal,LV9,0,7,1,520
Coalossal,LV9,0,8,0,520
Coalossal,LV9,1,0,6,520
Coalossal,LV9,1,1,5,520
Coalossal,LV9,1,2,4,520
Coalossal,LV9,1,3,3,520
Coalossal,LV9,1,5,0,520
Coalossal,LV9,2,0,3,520
Coalossal,LV9,2,1,2,520
Coalossal,LV9,2,2,1,520
Coalossal,LV8.5,2,15,15,520
Coalossal,LV9,3,0,0,520
Coalossal,LV8.5,3,12,15,520
Coalossal,LV8.5,3,13,14,520
Coalossal,LV8.5,3,14,13,520
Coalossal,LV8.5,3,15,12,520
Coalossal,LV8.5,4,11,13,520
Coalossal,LV8.5,4,12,12,520
Coalossal,LV8.5,4,13,11,520
Coalossal,LV8.5,4,14,10,520
Coalossal,LV8.5,5,7,15,520
Coalossal,LV8.5,5,8,14,520
Coalossal,LV8.5,5,9,12,520
Coalossal,LV8.5,5,10,11,520
Coalossal,LV8.5,5,11,10,520
Coalossal,LV8.5,5,12,9,520
Coalossal,LV8.5,5,14,6,520
Coalossal,LV8.5,5,15,5,520
Coalossal,LV8.5,6,4,15,520
Coalossal,LV8.5,6,5,14,520
Coalossal,LV8.5,6,6,13,520
Coalossal,LV8.5,6,7,11,520
Coalossal,LV8.5,6,8,10,520
Coalossal,LV8.5,6,9,9,520
Coalossal,LV8.5,6,10,8,520
Coalossal,LV8.5,6,11,7,520
Coalossal,LV8.5,6,12,5,520
Coalossal,LV8.5,6,13,4,520
Coalossal,LV8.5,6,14,3,520
Coalossal,LV8.5,6,15,2,520
Coalossal,LV8.5,7,2,14,520
Coalossal,LV8.5,7,3,13,520
Coalossal,LV8.5,7,4,12,520
Coalossal,LV8.5,7,5,11,520
Coalossal,LV8.5,7,6,9,520
Coalossal,LV8.5,7,7,8,520
Coalossal,LV8.5,7,8,7,520
Coalossal,LV8.5,7,9,6,520
Coalossal,LV8.5,7,10,5,520
Coalossal,LV8.5,7,11,3,520
Coalossal,LV8.5,7,12,2,520
Coalossal,LV8.5,7,13,1,520
Coalossal,LV8.5,7,14,0,520
Coalossal,LV8.5,8,0,14,520
Coalossal,LV8.5,8,1,12,520
Coalossal,LV8.5,8,2,11,520
Coalossal,LV8.5,8,3,10,520
Coalossal,LV8.5,8,4,9,520
Coalossal,LV8.5,8,5,7,520
Coalossal,LV8.5,8,6,6,520
Coalossal,LV8.5,8,7,5,520
Coalossal,LV8.5,8,8,4,520
Coalossal,LV8.5,8,10,1,520
Coalossal,LV8.5,8,11,0,520
Coalossal,LV8.5,9,0,10,520
Coalossal,LV8.5,9,1,9,520
Coalossal,LV8.5,9,2,8,520
Coalossal,LV8.5,9,3,7,520
Coalossal,LV8.5,9,4,5,520
Coalossal,LV8.5,9,5,4,520
Coalossal,LV8.5,9,6,3,520
Coalossal,LV8.5,9,7,2,520
Coalossal,LV8.5,9,8,1,520
Coalossal,LV8.5,10,0,7,520
Coalossal,LV8.5,10,1,6,520
Coalossal,LV8.5,10,2,5,520
Coalossal,LV8.5,10,3,3,520
Coalossal,LV8.5,10,4,2,520
Coalossal,LV8.5,10,5,1,520
Coalossal,LV8.5,10,6,0,520
Coalossal,LV8.5,11,0,4,520
Coalossal,LV8.5,11,1,3,520
Coalossal,LV8.5,11,3,0,520
Coalossal,LV8.5,12,0,1,520
Coalossal,LV8.5,12,1,0,520
Coalossal,LV8,12,15,15,520
Coalossal,LV8,13,12,15,520
Coalossal,LV8,13,13,14,520
Coalossal,LV8,13,14,13,520
Coalossal,LV8,13,15,12,520
Coalossal,LV8,14,10,15,520
Coalossal,LV8,14,11,13,520
Coalossal,LV8,14,12,12,520
Coalossal,LV8,14,13,11,520
Coalossal,LV8,14,14,10,520
Coalossal,LV8,14,15,9,520
Coalossal,LV8,15,7,15,520
Coalossal,LV8,15,8,14,520
Coalossal,LV8,15,9,13,520
Coalossal,LV8,15,10,11,520
Coalossal,LV8,15,11,10,520
Coalossal,LV8,15,12,9,520
Coalossal,LV8,15,13,8,520
Coalossal,LV8,15,14,7,520
