Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Mimikyu,LV9.5,0,0,6,520
Mimikyu,LV9.5,0,1,5,520
Mimikyu,LV9.5,0,3,4,520
Mimikyu,LV9.5,0,4,3,520
Mimikyu,LV9.5,0,5,2,520
Mimikyu,LV9.5,0,7,1,520
Mimikyu,LV9.5,0,8,0,520
Mimikyu,LV9,0,12,15,520
Mimikyu,LV9,0,13,14,520
Mimikyu,LV9,0,14,13,520
Mimikyu,LV9.5,1,2,3,520
Mimikyu,LV9.5,1,3,2,520
Mimikyu,LV9.5,1,6,0,520
Mimikyu,LV9,1,9,15,520
Mimikyu,LV9,1,11,14,520
Mimikyu,LV9,1,12,13,520
Mimikyu,LV9,1,13,12,520
Mimikyu,LV9,1,15,11,520
Mimikyu,LV9.5,2,1,2,520
Mimikyu,LV9.5,2,2,1,520
Mimikyu,LV9,2,7,15,520
Mimikyu,LV9,2,8,14,520
Mimikyu,LV9,2,10,13,520
Mimikyu,LV9,2,11,12,520
Mimikyu,LV9,2,12,11,520
Mimikyu,LV9,2,14,10,520
Mimikyu,LV9,2,15,9,520
Mimikyu,LV9.5,3,0,1,520
Mimikyu,LV9.5,3,1,0,520
Mimikyu,LV9,3,5,15,520
Mimikyu,LV9,3,6,14,520
Mimikyu,LV9,3,7,13,520
Mimikyu,LV9,3,9,12,520
Mimikyu,LV9,3,10,11,520
Mimikyu,LV9,3,11,10,520
Mimikyu,LV9,3,13,9,520
Mimikyu,LV9,3,14,8,520
Mimikyu,LV9,3,15,7,520
Mimikyu,LV9,4,4,14,520
Mimikyu,LV9,4,5,13,520
Mimikyu,LV9,4,6,12,520
Mimikyu,LV9,4,8,11,520
Mimikyu,LV9,4,9,10,520
Mimikyu,LV9,4,10,9,520
Mimikyu,LV9,4,12,8,520
Mimikyu,LV9,4,13,7,520
Mimikyu,LV9,5,0,15,520
Mimikyu,LV9,5,3,13,520
Mimikyu,LV9,5,4,12,520
Mimikyu,LV9,5,5,11,520
Mimikyu,LV9,5,7,10,520
Mimikyu,LV9,5,8,9,520
Mimikyu,LV9,5,9,8,520
Mimikyu,LV9,5,11,7,520
Mimikyu,LV9,5,12,6,520
Mimikyu,LV9,5,15,4,520
Mimikyu,LV9,6,2,12,520
Mimikyu,LV9,6,3,11,520
Mimikyu,LV9,6,6,9,520
Mimikyu,LV9,6,7,8,520
Mimikyu,LV9,6,10,6,520
Mimikyu,LV9,6,11,5,520
Mimikyu,LV9,6,14,3,520
Mimikyu,LV9,7,0,12,520
Mimikyu,LV9,7,1,11,520
Mimikyu,LV9,7,2,10,520
Mimikyu,LV9,7,5,8,520
Mimikyu,LV9,7,6,7,520
Mimikyu,LV9,7,9,5,520
Mimikyu,LV9,7,10,4,520
Mimikyu,LV9,7,12,3,520
Mimikyu,LV9,7,13,2,520
Mimikyu,LV9,8,0,10,520
Mimikyu,LV9,8,1,9,520
Mimikyu,LV9,8,3,8,520
Mimikyu,LV9,8,4,7,520
Mimikyu,LV9,8,5,6,520
Mimikyu,LV9,8,7,5,520
Mimikyu,LV9,8,8,4,520
Mimikyu,LV9,8,11,2,520
Mimikyu,LV9,8,12,1,520
Mimikyu,LV9,8,14,0,520
Mimikyu,LV9,9,2,7,520
Mimikyu,LV9,9,3,6,520
Mimikyu,LV9,9,6,4,520
Mimikyu,LV9,9,7,3,520
Mimikyu,LV9,9,10,1,520
Mimikyu,LV9,10,0,7,520
Mimikyu,LV9,10,1,6,520
Mimikyu,LV9,10,2,5,520
Mimikyu,LV9,10,4,4,520
Mimikyu,LV9,10,5,3,520
Mimikyu,LV9,10,6,2,520
Mimikyu,LV9,10,8,1,520
Mimikyu,LV9,10,9,0,520
Mimikyu,LV8.5,10,14,15,520
Mimikyu,LV9,11,0,5,520
Mimikyu,LV9,11,3,3,520
Mimikyu,LV9,11,4,2,520
Mimikyu,LV9,11,7,0,520
Mimikyu,LV8.5,11,12,15,520
Mimikyu,LV8.5,11,13,14,520
Mimikyu,LV8.5,11,15,13,520
Mimikyu,LV9,12,1,3,520
Mimikyu,LV9,12,2,2,520
Mimikyu,LV9,12,5,0,520
Mimikyu,LV8.5,12,10,15,520
Mimikyu,LV8.5,12,11,14,520
Mimikyu,LV8.5,12,12,13,520
Mimikyu,LV8.5,12,14,12,520
Mimikyu,LV8.5,12,15,11,520
Mimikyu,LV9,13,0,2,520
Mimikyu,LV9,13,1,1,520
Mimikyu,LV9,13,3,0,520
Mimikyu,LV8.5,13,9,14,520
Mimikyu,LV8.5,13,10,13,520
Mimikyu,LV8.5,13,13,11,520
Mimikyu,LV8.5,13,14,10,520
Mimikyu,LV8.5,14,5,15,520
Mimikyu,LV8.5,14,7,14,520
Mimikyu,LV8.5,14,8,13,520
Mimikyu,LV8.5,14,9,12,520
Mimikyu,LV8.5,14,12,10,520
Mimikyu,LV8.5,14,13,9,520
Mimikyu,LV8.5,14,15,8,520
Mimikyu,LV8.5,15,3,15,520
Mimikyu,LV8.5,15,6,13,520
Mimikyu,LV8.5,15,7,12,520
Mimikyu,LV8.5,15,10,10,520
Mimikyu,LV8.5,15,11,9,520
Mimikyu,LV8.5,15,14,7,520
Mimikyu,LV8.5,15,15,6,520
