Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Kilowattrel,LV8.5,0,0,14,520
Kilowattrel,LV8.5,0,1,13,520
Kilowattrel,LV8.5,0,3,10,520
Kilowattrel,LV8.5,0,4,9,520
Kilowattrel,LV8.5,0,6,6,520
Kilowattrel,LV8.5,0,7,5,520
Kilowattrel,LV8.5,0,9,2,520
Kilowattrel,LV8.5,0,10,1,520
Kilowattrel,LV8.5,0,11,0,520
Kilowattrel,LV8.5,1,1,11,520
Kilowattrel,LV8.5,1,2,10,520
Kilowattrel,LV8.5,1,4,7,520
Kilowattrel,LV8.5,1,5,6,520
Kilowattrel,LV8.5,1,7,3,520
Kilowattrel,LV8.5,1,8,2,520
Kilowattrel,LV8.5,1,9,1,520
Kilowattrel,LV8.5,2,0,11,520
Kilowattrel,LV8.5,2,2,8,520
Kilowattrel,LV8.5,2,3,7,520
Kilowattrel,LV8.5,2,5,4,520
Kilowattrel,LV8.5,2,6,3,520
Kilowattrel,LV8.5,2,7,2,520
Kilowattrel,LV8,2,15,15,520
Kilowattrel,LV8.5,3,0,9,520
Kilowattrel,LV8.5,3,1,8,520
Kilowattrel,LV8.5,3,3,5,520
Kilowattrel,LV8.5,3,4,4,520
Kilowattrel,LV8.5,3,7,0,520
Kilowattrel,LV8,3,15,13,520
Kilowattrel,LV8.5,4,1,6,520
Kilowattrel,LV8.5,4,2,5,520
Kilowattrel,LV8.5,4,5,1,520
Kilowattrel,LV8.5,4,6,0,520
Kilowattrel,LV8,4,13,14,520
Kilowattrel,LV8,4,14,13,520
Kilowattrel,LV8.5,5,0,6,520
Kilowattrel,LV8.5,5,1,5,520
Kilowattrel,LV8.5,5,3,2,520
Kilowattrel,LV8.5,5,4,1,520
Kilowattrel,LV8,5,11,15,520
Kilowattrel,LV8,5,12,14,520
Kilowattrel,LV8,5,14,11,520
Kilowattrel,LV8,5,15,10,520
Kilowattrel,LV8.5,6,1,3,520
Kilowattrel,LV8.5,6,2,2,520
Kilowattrel,LV8,6,10,15,520
Kilowattrel,LV8,6,12,12,520
Kilowattrel,LV8,6,13,11,520
Kilowattrel,LV8.5,7,0,3,520
Kilowattrel,LV8,7,10,13,520
Kilowattrel,LV8,7,11,12,520
Kilowattrel,LV8,7,13,9,520
Kilowattrel,LV8,7,14,8,520
Kilowattrel,LV8,7,15,7,520
Kilowattrel,LV8.5,8,1,0,520
Kilowattrel,LV8,8,8,14,520
Kilowattrel,LV8,8,9,13,520
Kilowattrel,LV8,8,11,10,520
Kilowattrel,LV8,8,12,9,520
Kilowattrel,LV8,8,13,8,520
Kilowattrel,LV8,8,15,5,520
Kilowattrel,LV8.5,9,0,0,520
Kilowattrel,LV8,9,6,15,520
Kilowattrel,LV8,9,7,14,520
Kilowattrel,LV8,9,9,11,520
Kilowattrel,LV8,9,10,10,520
Kilowattrel,LV8,9,13,6,520
Kilowattrel,LV8,9,14,5,520
Kilowattrel,LV8,9,15,4,520
Kilowattrel,LV8,10,5,15,520
Kilowattrel,LV8,10,7,12,520
Kilowattrel,LV8,10,8,11,520
Kilowattrel,LV8,10,11,7,520
Kilowattrel,LV8,10,12,6,520
Kilowattrel,LV8,10,15,2,520
Kilowattrel,LV8,11,4,15,520
Kilowattrel,LV8,11,5,13,520
Kilowattrel,LV8,11,6,12,520
Kilowattrel,LV8,11,7,11,520
Kilowattrel,LV8,11,9,8,520
Kilowattrel,LV8,11,10,7,520
Kilowattrel,LV8,11,12,4,520
Kilowattrel,LV8,11,13,3,520
Kilowattrel,LV8,11,14,2,520
Kilowattrel,LV8,11,15,1,520
Kilowattrel,LV8,12,4,13,520
Kilowattrel,LV8,12,5,12,520
Kilowattrel,LV8,12,7,9,520
Kilowattrel,LV8,12,8,8,520
Kilowattrel,LV8,12,10,5,520
Kilowattrel,LV8,12,11,4,520
Kilowattrel,LV8,12,12,3,520
Kilowattrel,LV8,13,2,14,520
Kilowattrel,LV8,13,3,13,520
Kilowattrel,LV8,13,5,10,520
Kilowattrel,LV8,13,6,9,520
Kilowattrel,LV8,13,8,6,520
Kilowattrel,LV8,13,9,5,520
Kilowattrel,LV8,13,10,4,520
Kilowattrel,LV8,13,12,1,520
Kilowattrel,LV8,13,13,0,520
Kilowattrel,LV8,14,1,14,520
Kilowattrel,LV8,14,2,13,520
Kilowattrel,LV8,14,3,11,520
Kilowattrel,LV8,14,4,10,520
Kilowattrel,LV8,14,6,7,520
Kilowattrel,LV8,14,7,6,520
Kilowattrel,LV8,14,8,5,520
Kilowattrel,LV8,14,10,2,520
Kilowattrel,LV8,14,11,1,520
Kilowattrel,LV8,14,12,0,520
Kilowattrel,LV8,15,0,14,520
Kilowattrel,LV8,15,2,11,520
Kilowattrel,LV8,15,3,10,520
Kilowattrel,LV8,15,5,7,520
Kilowattrel,LV8,15,6,6,520
Kilowattrel,LV8,15,8,3,520
Kilowattrel,LV8,15,9,2,520
Kilowattrel,LV8,15,10,1,520
