Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Rolycoly,LV50,0,0,10,520
Rolycoly,LV48.5,0,0,14,520
Rolycoly,LV50,0,1,9,520
Rolycoly,LV49.5,0,1,10,520
Rolycoly,LV48.5,0,1,13,520
Rolycoly,LV49.5,0,2,9,520
Rolycoly,LV48,0,2,13,520
Rolycoly,LV49,0,3,9,520
Rolycoly,LV48,0,3,12,520
Rolycoly,LV47.5,0,3,13,520
Rolycoly,LV49,0,4,8,520
Rolycoly,LV47.5,0,4,12,520
Rolycoly,LV48.5,0,5,8,520
Rolycoly,LV47,0,5,12,520
Rolycoly,LV46,0,5,15,520
Rolycoly,LV50,0,6,3,520
Rolycoly,LV48.5,0,6,7,520
Rolycoly,LV47,0,6,11,520
Rolycoly,LV45.5,0,6,15,520
Rolycoly,LV50,0,7,2,520
Rolycoly,LV48.5,0,7,6,520
Rolycoly,LV48,0,7,7,520
Rolycoly,LV47,0,7,10,520
Rolycoly,LV46.5,0,7,11,520
Rolycoly,LV45.5,0,7,14,520
Rolycoly,LV50,0,8,1,520
Rolycoly,LV48,0,8,6,520
Rolycoly,LV46.5,0,8,10,520
Rolycoly,LV45.5,0,8,13,520
Rolycoly,LV45,0,8,14,520
Rolycoly,LV50,0,9,0,520
Rolycoly,LV49.5,0,9,1,520
Rolycoly,LV48,0,9,5,520
Rolycoly,LV46.5,0,9,9,520
Rolycoly,LV45,0,9,13,520
Rolycoly,LV49.5,0,10,0,520
Rolycoly,LV48,0,10,4,520
Rolycoly,LV47.5,0,10,5,520
Rolycoly,LV46.5,0,10,8,520
Rolycoly,LV46,0,10,9,520
Rolycoly,LV45,0,10,12,520
Rolycoly,LV48,0,11,3,520
Rolycoly,LV47.5,0,11,4,520
Rolycoly,LV46,0,11,8,520
Rolycoly,LV45,0,11,11,520
Rolycoly,LV44.5,0,11,12,520
Rolycoly,LV43.5,0,11,15,520
Rolycoly,LV48,0,12,2,520
Rolycoly,LV47.5,0,12,3,520
Rolycoly,LV46,0,12,7,520
Rolycoly,LV44.5,0,12,11,520
Rolycoly,LV43.5,0,12,14,520
Rolycoly,LV48,0,13,1,520
Rolycoly,LV47.5,0,13,2,520
Rolycoly,LV46,0,13,6,520
Rolycoly,LV44.5,0,13,10,520
Rolycoly,LV43.5,0,13,13,520
Rolycoly,LV48,0,14,0,520
Rolycoly,LV47.5,0,14,1,520
Rolycoly,LV46,0,14,5,520
Rolycoly,LV44.5,0,14,9,520
Rolycoly,LV43,0,14,13,520
Rolycoly,LV47.5,0,15,0,520
Rolycoly,LV46,0,15,4,520
Rolycoly,LV44.5,0,15,8,520
Rolycoly,LV43,0,15,12,520
Rolycoly,LV42,0,15,15,520
Rolycoly,LV50,1,0,7,520
Rolycoly,LV48.5,1,0,11,520
Rolycoly,LV47.5,1,0,14,520
Rolycoly,LV47,1,0,15,520
Rolycoly,LV50,1,1,6,520
Rolycoly,LV49.5,1,1,7,520
Rolycoly,LV48.5,1,1,10,520
Rolycoly,LV48,1,1,11,520
Rolycoly,LV47,1,1,14,520
Rolycoly,LV49.5,1,2,6,520
Rolycoly,LV48,1,2,10,520
Rolycoly,LV46.5,1,2,14,520
Rolycoly,LV49.5,1,3,5,520
